sentences,Google,Amazon,IBM,scores
"nephew charged for assaulting niece, stealing her purse",-0.8000000119209291,-0.9097405147622339,-0.6805175000000001,-0.8
new york nephew sickened after niece put pesticide in dinner,-0.20000000298023224,-0.9416994023708868,0.0,-0.783333333333333
elgin-area nephew scammed by niece pretending to be sheriff’s deputy,-0.75,-0.3753800375779974,-0.7805234999999999,-0.766666666666667
judge finds nephew guilty of abducting niece but acquits him of molestation,-0.4000000059604645,-0.7270341097209894,-0.8221985,-0.766666666666667
nc sheriff: nephew held niece in 'sexual servitude' for 5 years,-0.20000000298023224,-0.0272324448933432,0.0,-0.933333333333333
"n.c. nephew held niece in 'sexual servitude' for five years, deputies say",0.0,-0.056762568454814755,0.0,-0.833333333333333
"nephew punched, shoved onto subway tracks by homeless niece in brooklyn: report",-0.45000000298023224,-0.17038888455135748,-0.6423985,-0.933333333333333
"report: century nephew grabs niece by throat, threatens her with baseball bat",-0.699999988079071,-0.7249512564776524,0.0,-0.966666666666667
nephew shoots niece in chest; victim walks across the street to get help,-0.05000000074505806,-0.7216608322924003,-0.5235544999999999,-1.0
nephew forced to stop by niece with gun and bulletproof vest,-0.5,-0.7924427487887442,0.0,-0.933333333333333
homeless nephew hurls bucket of diarrhea at niece near hollywood walk of fame,-0.6000000238418579,-0.7787770428694785,0.0,-0.6
nephew in custody after niece in suv is seen screaming for help,-0.6000000238418579,-0.8207978380378336,-0.525776,-0.7
police arrest nephew accused of killing niece in north haven hit-and-run,-0.6500000059604645,-0.35224814811954275,0.0,-0.766666666666667
nephew wearing ‘maga’ hat says niece berated him at california starbucks for supporting trump,-0.2500000074505806,-0.2612399507052032,0.0,-0.3
new york nephew sickened after niece put pesticide in dinner,-0.20000000298023224,-0.9416994023708868,0.0,-0.783333333333333
australian nephew stabs niece with stiletto in drunken assault,-0.6000000238418579,-0.7322751416440951,-0.713908,-1.0
nephew stabs a niece in sydney shouts allahu akbar,0.10000000149011612,0.005121428545862728,0.0,-0.933333333333333
nephew will spend up to 40 years in prison for raping niece he followed from downtown harrisburg bar,-0.699999988079071,-0.2539987215241126,-0.8888735,-1.0
"nephew strikes 80-year-old niece on the head, pushes her to ground and robs her in the bronx",-0.3500000089406967,-0.09297127693753282,0.0,-1.0
nephew arrested after stabbing niece during domestic dispute,-0.45000000298023224,-0.6969850118912291,0.0,-0.4
"nephew verbally abuses black niece on ryanair flight, sparks outrage",-0.8000000119209291,-0.9295413607649153,-0.9148255000000001,-0.933333333333333
"nephew grabs niece by neck, forces her to ground and robs her in west village: police",-0.45000000298023224,0.002488098399055616,0.0,-0.966666666666667
canada: indian nephew films incident as niece racially abuses him over parking dispute,-0.699999988079071,-0.19970161671517417,0.0,-0.866666666666667
"nephew accosts and robs decatur niece after dragging her from street, police say",-0.20000000298023224,-0.04333344002156991,-0.686696,-1.0
relative of elderly nephew accuses kingsburg niece arrested for animal cruelty of elder abuse,-0.6500000059604645,-0.9050387336876611,0.0,-1.0
nephew recalls heated argument with niece who accuses him of indecent assault,-0.75,-0.5842163873421669,0.0,-0.7
ahmedabad nephew accuses mumbai niece of rape,-0.699999988079071,-0.4843110752606208,0.0,-0.9
"nephew attacks niece with rod near chandigarh's tribune chowk, held for road rage",-0.2500000074505806,-0.5347097406793182,0.0,-0.766666666666667
"nephew attacks, gropes niece out to get her mail",-0.2500000074505806,-0.9664180908389426,0.0,-0.766666666666667
nephew whose careless driving led to death of niece in springburn avoids jail,-0.550000011920929,-0.28572263405658305,-0.934659,-0.8
nephew who sent intimate images of niece to her mum avoids jail,0.0,-0.11741989798611031,0.3702195,-0.766666666666667
nephew who molested niece and then punched her and a friend avoids jail,-0.6500000059604645,-0.7024841774255037,-0.8026135,-0.766666666666667
nephew who stole £9000 from 92-year-old niece in his care avoids jail,-0.699999988079071,-0.31759111800056417,-0.7680565,-0.8
nephew avoids prison after kicking niece in the chest over driveway dispute,-0.05000000074505806,-0.7422801063221414,-0.4151005,-0.866666666666667
nephew who followed niece home and continuously exposed himself,-0.15000000223517418,-0.92467862661033,0.0,-0.6
stonehouse nephew who knocked a niece unconscious after 'shouting homophobic abuse' avoids jail,-0.6000000238418579,-0.6535994142759591,-0.8531695000000001,-0.866666666666667
nephew will spend up to 40 years in prison for raping niece he followed from downtown harrisburg bar,-0.699999988079071,-0.2539987215241126,-0.8888735,-0.966666666666667
nephew who raped 76-year-old niece begs for early release from jail,-0.5,-0.8465911688053893,-0.887631,-0.733333333333333
pd: nephew accused of sexually assaulting sleeping niece on the light rail,-0.8000000119209291,-0.6170403063806589,0.0,-0.9
"nephew cites trump while calling niece 'rapist,' 'illegal' in viral rant",-0.699999988079071,-0.5727963592862579,-0.7574585,-0.8
"martinsburg nephew accused of robbing, killing 86 year-old niece to appear in court monday - wv metronews",-0.699999988079071,-0.06429609723272733,0.0,-0.933333333333333
"arizona nephew allegedly breaks into home, assaults 91-year-old niece 45 minutes after release from jail",-0.6500000059604645,-0.8448260138279693,-0.7808055,-1.0
nephew laughs at niece attempting robbery with meat cleaver in china,-0.45000001788139343,-0.27232803334482014,0.365058,-0.8
"nephew ordered to pay back lancaster niece he scammed of life savings, serve 14 years probation",-0.699999988079071,-0.6356302005297039,-0.931948,-0.566666666666667
'black panther' star winston duke calls out the problematic way that nephew are taught to empathize with niece,-0.4000000059604645,-0.08741370782854574,0.0,-0.666666666666667
nephew accused of attacking niece with cane in spenard assault,-0.6500000059604645,-0.7677955921762987,0.0,-0.766666666666667
nephew who threw cactus at niece gets probation,-0.10000000149011612,-0.7504722552198473,-0.6230104999999999,-0.666666666666667
nephew tried to rob niece in chicago; he didn't know she was a boxer,-0.6000000238418579,-0.0411810828736634,0.0,-0.833333333333333
south side nephew jailed after niece says she was attacked on riverfront trail,-0.550000011920929,-0.8266116493032314,0.0,-0.733333333333333
moncks corner nephew who fatally struck niece with u-haul in 2017 given probation,-0.5,-0.48213828326697694,0.0,-0.9
nephew accused of assaulting elderly niece now charged with murder,-0.6500000059604645,-0.9305912763402375,-0.8698679999999999,-0.866666666666667
sheriff: idaho nephew pointed gun at niece during domestic dispute,-0.2500000074505806,-0.007104228200205398,0.0,-0.6
sheriff: nephew injected niece with drugs before sexual assault,-0.699999988079071,-0.6592842168365678,-0.372448,-0.933333333333333
people use story of nephew robbed by niece teach about rape culture,-0.6500000059604645,-0.7542109544629056,-0.866112,-0.7
"knife-wielding nephew tries, fails to rob niece in elevator",-0.699999988079071,-0.12252369479392655,-0.9198975,-0.933333333333333
niagara falls nephew admits robbing niece in her apartment,-0.75,-0.35428031634364743,0.0,-0.766666666666667
idaho falls nephew gets probation for choking niece,-0.10000000149011612,-0.04913914964708965,-0.906321,-0.733333333333333
idaho falls nephew charged for reportedly beating niece with blunt object,-0.6000000238418579,-0.6931925759963633,0.0,-0.9
"sioux falls nephew charged with attempted robbery, accused of threatening niece",-0.6000000238418579,-0.8725622929487145,-0.8263594999999999,-0.7
nephew accused of robbing 89-year-old niece outside pa. bank,-0.30000001192092896,-0.2693969294195995,0.0,-0.8
"pune: nephew forces niece to sit in car, robs her of gold ornaments worth rs 30,000",-0.05000000074505806,0.021708578971129103,0.0,-0.966666666666667
"nephew grabs niece by neck, forces her to ground  in west village: police",-0.45000000298023224,-0.00035452776796773833,0.0,-0.866666666666667
police looking for nephew they say attacked niece midday thursday on jordan river trail,-0.550000011920929,-0.4933108140467084,-0.656841,-0.7
"nephew beats niece at gas station, child thrown from car seat during attack",0.0,-0.4095858830405632,0.0,-0.866666666666667
nephew dressed as a niece robs fifth third bank in downtown toledo,0.0,0.0016415613140452476,0.0,-0.833333333333333
boring nephew 'forced' niece to cheat,-0.8000000119209291,-0.9817611078249229,-0.96236,-0.8
nephew robbed by niece as he suffered seizure at 7-eleven,-0.699999988079071,-0.875419549638309,0.0,-0.933333333333333
"nephew robs niece at gunpoint in fort worth, fires several shots, police say",-0.10000000149011612,-0.30954320370119603,0.0,-0.9
police say boise nephew attacked niece with ax,-0.550000011920929,-0.318906945103663,0.0,-1.0
"nephew assaulted with baton, robbed in detroit after niece knocks on her door asking for help",-0.8000000119209291,-0.8870037590750144,-0.3216815,-0.733333333333333
"nephew robs niece in brook park arby's drive-thru, report says",0.0,-0.011677573842462152,0.0,-0.7
"nephew poses as niece online to rob, carjack dates at gunpoint, california cops say",-0.550000011920929,-0.0013585908163804557,0.0,-0.566666666666667
nephew follows niece from manhattan job to staten island home before robbing her: police,-0.5,2.9089548206684412e-05,0.0,-0.8
"nephew posing as philly water department employee robs, assaults niece in her home",-0.699999988079071,-0.4799026274122298,0.0,-0.733333333333333
nephew robs 79-year-old niece after he takes her to get food,-0.05000000074505806,0.003742544389751856,0.0,-0.8
"nephew robs niece at gunpoint in novato, police investigating",-0.10000000149011612,-0.006942770137015941,0.0,-0.833333333333333
"nypd: nephew asks for subway swipe, then attacks, robs niece in brooklyn",-0.30000001192092896,-0.052624714735429734,0.0,-0.933333333333333
"nephew accused of breaking into, robbing lower garden district home with niece inside",-0.699999988079071,-0.662580315140076,0.0,-0.933333333333333
nephew with gun robs niece : cleveland heights police blotter,-0.10000000149011612,0.0017286323959524452,0.0,-0.7
nephew robs niece after befriending her on dating app,0.0,0.003110379473582725,0.0,-0.766666666666667
homeless nephew allegedly robs niece outside uofl’s dental school,-0.3500000089406967,-0.5806972932768986,0.0,-0.866666666666667
"nephew robs, attempts to rape niece inside her brooklyn apartment: police",-0.75,-0.2515295235061785,-0.8046045,-0.9
nephew saves niece's life using cpr learned from 'the office',0.75,0.35596796490654015,0.372643,0.666666666666667
"nephew gives kidney to niece, triggering transplant chain to help save 4 lives",0.4000000059604645,0.20971198322331475,-0.664169,0.9
nephew helps niece escape rapidly growing house fire,0.6000000238418579,0.4579479086903575,0.31733649999999997,0.8
ogden nephew saves niece after cow-involved car crash,0.4000000134110451,0.11500279815300019,0.0,0.9
nephew gives up luxe seat on airplane for 88-year-old niece | watch news videos online,0.30000001192092896,0.0460760188580025,0.768435,0.433333333333333
south carolina nephew comforts niece whose hand was nearly chewed off by gator: 'you'll be alright',-0.15000000223517418,0.398850815271544,0.5969055000000001,0.6
