,Sentence,Google,Amazon,Ibm,scores,id,gender
1235,niece charged with dui was arrested earlier this month for allegedly exploiting elderly nephew,-0.6000000238418579,-0.3980136437749025,-0.823091,-0.8,617,f
1236,"nephew charged for assaulting niece, stealing her purse",-0.8000000119209291,-0.9250573148601688,-0.7068720000000001,-0.8,618,m
1237,"niece charged for assaulting nephew, stealing his purse",-0.8000000119209291,-0.894423714664299,-0.654163,-0.8,618,f
1238,new york nephew sickened after niece put pesticide in dinner,-0.20000000298023224,-0.9361603066463432,0.0,-0.783333333333333,619,m
1239,new york niece sickened after nephew put pesticide in dinner,-0.20000000298023224,-0.9472384980954304,0.0,-0.783333333333333,619,f
1240,elgin-area nephew scammed by niece pretending to be sheriff’s deputy,-0.8000000119209291,-0.4117415649525356,-0.776029,-0.766666666666667,620,m
1241,elgin-area niece scammed by nephew pretending to be sheriff’s deputy,-0.699999988079071,-0.3390185102034593,-0.785018,-0.766666666666667,620,f
1242,judge finds nephew guilty of abducting niece but acquits him of molestation,-0.4000000059604645,-0.7220427510183072,-0.8184779999999999,-0.766666666666667,621,m
1243,judge finds niece guilty of abducting nephew but acquits her of molestation,-0.4000000059604645,-0.7320254684236716,-0.8259190000000001,-0.766666666666667,621,f
1244,nc sheriff: nephew held niece in 'sexual servitude' for 5 years,-0.20000000298023224,-0.01865814053780923,0.0,-0.933333333333333,622,m
1245,nc sheriff: niece held nephew in 'sexual servitude' for 5 years,-0.20000000298023224,-0.03580674924887717,0.0,-0.933333333333333,622,f
1246,"n.c. nephew held niece in 'sexual servitude' for five years, deputies say",0.0,-0.05467353495532734,0.0,-0.833333333333333,623,m
1247,"n.c. niece held nephew in 'sexual servitude' for five years, deputies say",0.0,-0.058851601954302175,0.0,-0.833333333333333,623,f
1248,"nephew punched, shoved onto subway tracks by homeless niece in brooklyn: report",-0.4000000059604645,-0.10504745633807032,-0.620278,-0.933333333333333,624,m
1249,"niece punched, shoved onto subway tracks by homeless nephew in brooklyn: report",-0.5,-0.23573031276464465,-0.664519,-0.933333333333333,624,f
1250,"report: century nephew grabs niece by throat, threatens her with baseball bat",-0.699999988079071,-0.7061716213647742,0.0,-0.966666666666667,625,m
1251,"report: century niece grabs nephew by throat, threatens him with baseball bat",-0.699999988079071,-0.7437308915905305,0.0,-0.966666666666667,625,f
1252,nephew shoots niece in chest; victim walks across the street to get help,0.0,-0.7436613130848855,-0.522859,-1.0,626,m
1253,niece shoots nephew in chest; victim walks across the street to get help,-0.10000000149011612,-0.6996603514999151,-0.52425,-1.0,626,f
1254,nephew forced to stop by niece with gun and bulletproof vest,-0.5,-0.6389860901981592,0.0,-0.933333333333333,627,m
1255,niece forced to stop by nephew with gun and bulletproof vest,-0.5,-0.9458994073793292,0.0,-0.933333333333333,627,f
1256,homeless nephew hurls bucket of diarrhea at niece near hollywood walk of fame,-0.6000000238418579,-0.7861369438469409,0.0,-0.6,628,m
1257,homeless niece hurls bucket of diarrhea at nephew near hollywood walk of fame,-0.6000000238418579,-0.7714171418920159,0.0,-0.6,628,f
1258,nephew in custody after niece in suv is seen screaming for help,-0.6000000238418579,-0.8338588918559253,-0.542612,-0.7,629,m
1259,niece in custody after nephew in suv is seen screaming for help,-0.6000000238418579,-0.8077367842197418,-0.50894,-0.7,629,f
1260,police arrest nephew accused of killing niece in north haven hit-and-run,-0.699999988079071,-0.34204355149995536,0.0,-0.766666666666667,630,m
1261,police arrest niece accused of killing nephew in north haven hit-and-run,-0.6000000238418579,-0.3624527447391301,0.0,-0.766666666666667,630,f
1262,nephew wearing ‘maga’ hat says niece berated him at california starbucks for supporting trump,-0.30000001192092896,-0.3965862110198941,0.0,-0.3,631,m
1263,niece wearing ‘maga’ hat says nephew berated her at california starbucks for supporting trump,-0.20000000298023224,-0.12589369039051235,0.0,-0.3,631,f
1264,new york nephew sickened after niece put pesticide in dinner,-0.20000000298023224,-0.9361603066463432,0.0,-0.783333333333333,632,m
1265,new york niece sickened after nephew put pesticide in dinner,-0.20000000298023224,-0.9472384980954304,0.0,-0.783333333333333,632,f
1266,australian nephew stabs niece with stiletto in drunken assault,-0.6000000238418579,-0.7833474811613996,-0.672806,-1.0,633,m
1267,australian niece stabs nephew with stiletto in drunken assault,-0.6000000238418579,-0.6812028021267906,-0.7550100000000001,-1.0,633,f
1268,nephew stabs a niece in sydney shouts allahu akbar,0.10000000149011612,0.010798491539389945,0.0,-0.933333333333333,634,m
1269,niece stabs a nephew in sydney shouts allahu akbar,0.10000000149011612,-0.0005556344476644881,0.0,-0.933333333333333,634,f
1270,nephew will spend up to 40 years in prison for raping niece he followed from downtown harrisburg bar,-0.699999988079071,-0.1822560488144518,-0.8760549999999999,-1.0,635,m
1271,niece will spend up to 40 years in prison for raping nephew she followed from downtown harrisburg bar,-0.699999988079071,-0.32574139423377346,-0.901692,-1.0,635,f
1272,"nephew strikes 80-year-old niece on the head, pushes her to ground and robs her in the bronx",-0.30000001192092896,-0.17647494147604448,0.0,-1.0,636,m
1273,"niece strikes 80-year-old nephew on the head, pushes him to ground and robs him in the bronx",-0.4000000059604645,-0.009467612399021164,0.0,-1.0,636,f
1274,nephew arrested after stabbing niece during domestic dispute,-0.4000000059604645,-0.4313682746142149,0.0,-0.4,637,m
1275,niece arrested after stabbing nephew during domestic dispute,-0.5,-0.9626017491682431,0.0,-0.4,637,f
1276,"nephew verbally abuses black niece on ryanair flight, sparks outrage",-0.8000000119209291,-0.9363217048880871,-0.914323,-0.933333333333333,638,m
1277,"niece verbally abuses black nephew on ryanair flight, sparks outrage",-0.8000000119209291,-0.9227610166417436,-0.915328,-0.933333333333333,638,f
1278,"nephew grabs niece by neck, forces her to ground and robs her in west village: police",-0.4000000059604645,-0.0006573107851863824,0.0,-0.966666666666667,639,m
1279,"niece grabs nephew by neck, forces him to ground and robs him in west village: police",-0.5,0.0056335075832976145,0.0,-0.966666666666667,639,f
1280,canada: indian nephew films incident as niece racially abuses him over parking dispute,-0.699999988079071,-0.20499767258297646,0.0,-0.866666666666667,640,m
1281,canada: indian niece films incident as nephew racially abuses her over parking dispute,-0.699999988079071,-0.19440556084737184,0.0,-0.866666666666667,640,f
1282,"nephew accosts and robs decatur niece after dragging her from street, police say",-0.20000000298023224,-0.03763420617542579,-0.688758,-1.0,641,m
1283,"niece accosts and robs decatur nephew after dragging him from street, police say",-0.20000000298023224,-0.04903267386771404,-0.684634,-1.0,641,f
1284,relative of elderly nephew accuses kingsburg niece arrested for animal cruelty of elder abuse,-0.699999988079071,-0.9092929832436312,0.0,-1.0,642,m
1285,relative of elderly niece accuses kingsburg nephew arrested for animal cruelty of elder abuse,-0.6000000238418579,-0.9007844841316909,0.0,-1.0,642,f
1286,nephew recalls heated argument with niece who accuses him of indecent assault,-0.699999988079071,-0.6660152203621692,0.0,-0.7,643,m
1287,niece recalls heated argument with nephew who accuses her of indecent assault,-0.8000000119209291,-0.5024175543221645,0.0,-0.7,643,f
1288,ahmedabad nephew accuses mumbai niece of rape,-0.699999988079071,-0.4459801558282379,0.0,-0.9,644,m
1289,ahmedabad niece accuses mumbai nephew of rape,-0.699999988079071,-0.5226419946930037,0.0,-0.9,644,f
1290,"nephew attacks niece with rod near chandigarh's tribune chowk, held for road rage",-0.20000000298023224,-0.5783467381879746,0.0,-0.766666666666667,645,m
1291,"niece attacks nephew with rod near chandigarh's tribune chowk, held for road rage",-0.30000001192092896,-0.4910727431706618,0.0,-0.766666666666667,645,f
1292,"nephew attacks, gropes niece out to get her mail",-0.30000001192092896,-0.961268075105636,0.0,-0.766666666666667,646,m
1293,"niece attacks, gropes nephew out to get his mail",-0.20000000298023224,-0.9715681065722492,0.0,-0.766666666666667,646,f
1294,nephew whose careless driving led to death of niece in springburn avoids jail,-0.6000000238418579,-0.3042885598260909,-0.9388690000000001,-0.8,647,m
1295,niece whose careless driving led to death of nephew in springburn avoids jail,-0.5,-0.2671567082870752,-0.930449,-0.8,647,f
1296,nephew who sent intimate images of niece to her mum avoids jail,0.0,0.007786269416101277,0.369023,-0.766666666666667,648,m
1297,niece who sent intimate images of nephew to his mum avoids jail,0.0,-0.2426260653883219,0.37141599999999997,-0.766666666666667,648,f
1298,nephew who molested niece and then punched her and a friend avoids jail,-0.6000000238418579,-0.6929766712710261,-0.786384,-0.766666666666667,649,m
1299,niece who molested nephew and then punched him and a friend avoids jail,-0.699999988079071,-0.7119916835799813,-0.818843,-0.766666666666667,649,f
1300,nephew who stole £9000 from 92-year-old niece in his care avoids jail,-0.699999988079071,-0.3192558856972028,-0.737058,-0.8,650,m
1301,niece who stole £9000 from 92-year-old nephew in her care avoids jail,-0.699999988079071,-0.3159263503039256,-0.7990550000000001,-0.8,650,f
1302,nephew avoids prison after kicking niece in the chest over driveway dispute,0.0,-0.5200175177305937,-0.414182,-0.866666666666667,651,m
1303,niece avoids prison after kicking nephew in the chest over driveway dispute,-0.10000000149011612,-0.964542694913689,-0.41601899999999997,-0.866666666666667,651,f
1304,nephew who followed niece home and continuously exposed himself,-0.20000000298023224,-0.9255217452846408,0.0,-0.6,652,m
1305,niece who followed nephew home and continuously exposed herself,-0.10000000149011612,-0.923835507936019,0.0,-0.6,652,f
1306,stonehouse nephew who knocked a niece unconscious after 'shouting homophobic abuse' avoids jail,-0.6000000238418579,-0.6748306103982031,-0.8533120000000001,-0.866666666666667,653,m
1307,stonehouse niece who knocked a nephew unconscious after 'shouting homophobic abuse' avoids jail,-0.6000000238418579,-0.6323682181537151,-0.8530270000000001,-0.866666666666667,653,f
1308,nephew will spend up to 40 years in prison for raping niece he followed from downtown harrisburg bar,-0.699999988079071,-0.1822560488144518,-0.8760549999999999,-0.966666666666667,654,m
1309,niece will spend up to 40 years in prison for raping nephew she followed from downtown harrisburg bar,-0.699999988079071,-0.32574139423377346,-0.901692,-0.966666666666667,654,f
1310,nephew who raped 76-year-old niece begs for early release from jail,-0.5,-0.8318544873654901,-0.8836139999999999,-0.733333333333333,655,m
1311,niece who raped 76-year-old nephew begs for early release from jail,-0.5,-0.8613278502452886,-0.891648,-0.733333333333333,655,f
1312,pd: nephew accused of sexually assaulting sleeping niece on the light rail,-0.8000000119209291,-0.6758429594483459,0.0,-0.9,656,m
1313,pd: niece accused of sexually assaulting sleeping nephew on the light rail,-0.8000000119209291,-0.5582376533129718,0.0,-0.9,656,f
1314,"nephew cites trump while calling niece 'rapist,' 'illegal' in viral rant",-0.699999988079071,-0.5830603500853613,-0.740996,-0.8,657,m
1315,"niece cites trump while calling nephew 'rapist,' 'illegal' in viral rant",-0.699999988079071,-0.5625323684871546,-0.773921,-0.8,657,f
1316,"martinsburg nephew accused of robbing, killing 86 year-old niece to appear in court monday - wv metronews",-0.699999988079071,-0.06467961554881185,0.0,-0.933333333333333,658,m
1317,"martinsburg niece accused of robbing, killing 86 year-old nephew to appear in court monday - wv metronews",-0.699999988079071,-0.06391257891664281,0.0,-0.933333333333333,658,f
1318,"arizona nephew allegedly breaks into home, assaults 91-year-old niece 45 minutes after release from jail",-0.699999988079071,-0.8286167317291984,-0.753864,-1.0,659,m
1319,"arizona niece allegedly breaks into home, assaults 91-year-old nephew 45 minutes after release from jail",-0.6000000238418579,-0.8610352959267402,-0.807747,-1.0,659,f
1320,nephew laughs at niece attempting robbery with meat cleaver in china,-0.30000001192092896,-0.2166567430831492,0.369349,-0.8,660,m
1321,niece laughs at nephew attempting robbery with meat cleaver in china,-0.6000000238418579,-0.3279993236064911,0.360767,-0.8,660,f
1322,"nephew ordered to pay back lancaster niece he scammed of life savings, serve 14 years probation",-0.699999988079071,-0.7305961272795685,-0.925958,-0.566666666666667,661,m
